Complaint_ID,Complaint_Text,Category,Department,State,City,Submission_Date,Status,Priority,Pending_Days,Resolution_Date,Escalated,Feedback_Rating
IND-CMP-0508,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Karnataka,Ahmedabad,2025-01-22,Pending,Medium,41,,0,
IND-CMP-0509,Street lights in the locality have not been working for 104 days.,Street Lighting,Municipal Engineering Department,Uttar Pradesh,Jaipur,2024-09-28,In Progress,High,104,,0,
IND-CMP-0510,A damaged road with potholes near the residential area has not been repaired for 119 days.,Road Damage,Public Works Department,Gujarat,Hyderabad,2024-12-01,In Progress,High,119,,0,
IND-CMP-0511,Street lights in the locality have not been working for 89 days.,Street Lighting,Municipal Engineering Department,Telangana,Chennai,2025-06-01,Resolved,High,0,2025-08-10,0,5
IND-CMP-0512,There has been no regular water supply in our area for 19 days.,Water Supply,Water Supply Department,Maharashtra,Chennai,2025-10-18,Resolved,Low,0,2025-10-26,0,2
IND-CMP-0513,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Telangana,Ahmedabad,2024-12-10,Resolved,High,0,2024-12-26,0,4
IND-CMP-0514,Repeated power-related service interruptions have affected residents for 114 days.,Electricity,Electricity Department,Maharashtra,Visakhapatnam,2025-07-19,Escalated,High,114,,1,
IND-CMP-0515,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Maharashtra,Bhopal,2025-06-03,Resolved,Medium,0,2025-06-12,0,4
IND-CMP-0516,Repeated power-related service interruptions have affected residents for 45 days.,Electricity,Electricity Department,Bihar,Mumbai,2024-04-24,Pending,Medium,45,,0,
IND-CMP-0517,There has been no regular water supply in our area for 107 days.,Water Supply,Water Supply Department,Andhra Pradesh,Bhopal,2024-05-13,Escalated,High,107,,1,
IND-CMP-0518,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Rajasthan,Kochi,2024-03-18,Pending,High,97,,0,
IND-CMP-0519,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Madhya Pradesh,Patna,2025-12-03,Resolved,Low,0,2025-12-20,0,4
IND-CMP-0520,Street electricity infrastructure in our area has not been functioning properly for 54 days.,Electricity,Electricity Department,Maharashtra,Lucknow,2025-06-30,Escalated,High,54,,1,
IND-CMP-0521,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,West Bengal,Hyderabad,2025-06-05,Pending,Low,2,,0,
IND-CMP-0522,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Tamil Nadu,Visakhapatnam,2025-04-08,Pending,High,101,,0,
IND-CMP-0523,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,West Bengal,Kolkata,2024-01-13,Pending,Low,3,,0,
IND-CMP-0524,Drinking water supply is irregular and residents are facing difficulty for 73 days.,Water Supply,Water Supply Department,Madhya Pradesh,Visakhapatnam,2025-11-20,Pending,Medium,73,,0,
IND-CMP-0525,A damaged road with potholes near the residential area has not been repaired for 65 days.,Road Damage,Public Works Department,Kerala,Lucknow,2024-07-16,Resolved,Medium,0,2024-08-03,0,3
IND-CMP-0526,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Kerala,Bhopal,2025-02-15,Escalated,Low,17,,1,
IND-CMP-0527,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Madhya Pradesh,Hyderabad,2025-09-04,Pending,Low,19,,0,
IND-CMP-0528,My welfare scheme application has remained pending for 88 days.,Welfare Scheme,Social Welfare Department,Gujarat,Kochi,2026-02-14,In Progress,High,88,,0,
IND-CMP-0529,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Madhya Pradesh,Hyderabad,2025-12-03,Resolved,Low,0,2025-12-24,0,2
IND-CMP-0530,Basic public health services have not been available as expected for 107 days.,Public Health,Public Health Department,Uttar Pradesh,Visakhapatnam,2024-07-24,Resolved,High,0,2024-10-20,0,2
IND-CMP-0531,A damaged road with potholes near the residential area has not been repaired for 97 days.,Road Damage,Public Works Department,Maharashtra,Bhopal,2025-10-08,Resolved,High,0,2025-12-04,0,3
IND-CMP-0532,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Tamil Nadu,Hyderabad,2025-02-09,In Progress,Medium,60,,0,
IND-CMP-0533,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Rajasthan,Mumbai,2024-12-08,In Progress,Low,7,,0,
IND-CMP-0534,Drinking water supply is irregular and residents are facing difficulty for 54 days.,Water Supply,Water Supply Department,Bihar,Kolkata,2026-02-11,In Progress,Medium,54,,0,
IND-CMP-0535,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Kerala,Ahmedabad,2025-11-03,Resolved,High,0,2025-11-23,0,4
IND-CMP-0536,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Tamil Nadu,Kolkata,2026-06-11,Pending,High,95,,0,
IND-CMP-0537,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Tamil Nadu,Jaipur,2025-08-09,Resolved,Medium,0,2025-08-29,0,4
IND-CMP-0538,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Gujarat,Ahmedabad,2025-07-23,Resolved,Low,0,2025-07-28,0,5
IND-CMP-0539,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Madhya Pradesh,Patna,2024-12-31,In Progress,High,119,,0,
IND-CMP-0540,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Bihar,Mumbai,2024-03-18,Resolved,Low,0,2024-03-19,0,5
IND-CMP-0541,Basic public health services have not been available as expected for 50 days.,Public Health,Public Health Department,Karnataka,Bhopal,2024-03-14,Pending,Medium,50,,0,
IND-CMP-0542,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Andhra Pradesh,Mumbai,2024-11-15,Pending,High,90,,0,
IND-CMP-0543,Garbage collection has been irregular for 51 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,West Bengal,Patna,2024-04-28,Resolved,Medium,0,2024-06-02,0,2
IND-CMP-0544,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,West Bengal,Visakhapatnam,2025-12-12,Resolved,High,0,2026-01-25,0,2
IND-CMP-0545,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Gujarat,Lucknow,2025-01-31,In Progress,Medium,74,,0,
IND-CMP-0546,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Telangana,Bengaluru,2024-06-29,Resolved,Medium,0,2024-08-24,0,1
IND-CMP-0547,Street lights in the locality have not been working for 35 days.,Street Lighting,Municipal Engineering Department,Gujarat,Visakhapatnam,2026-02-11,Resolved,Medium,0,2026-03-02,0,3
IND-CMP-0548,Street lights in the locality have not been working for 83 days.,Street Lighting,Municipal Engineering Department,Bihar,Kolkata,2025-12-08,Resolved,High,0,2025-12-15,0,2
IND-CMP-0549,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Tamil Nadu,Kolkata,2025-03-14,In Progress,High,89,,0,
IND-CMP-0550,Basic public health services have not been available as expected for 55 days.,Public Health,Public Health Department,Telangana,Mumbai,2026-04-04,Pending,Medium,55,,0,
IND-CMP-0551,Repeated power-related service interruptions have affected residents for 7 days.,Electricity,Electricity Department,Gujarat,Ahmedabad,2025-06-20,In Progress,Low,7,,0,
IND-CMP-0552,Street electricity infrastructure in our area has not been functioning properly for 30 days.,Electricity,Electricity Department,Tamil Nadu,Chennai,2024-03-08,Resolved,High,0,2024-04-05,0,3
IND-CMP-0553,My certificate application has remained pending for 13 days without a clear update.,Certificates,Revenue Department,Bihar,Kochi,2025-02-01,Resolved,Low,0,2025-02-12,0,2
IND-CMP-0554,A damaged road with potholes near the residential area has not been repaired for 81 days.,Road Damage,Public Works Department,Bihar,Visakhapatnam,2025-09-24,Resolved,High,0,2025-10-18,0,2
IND-CMP-0555,Garbage collection has been irregular for 90 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Andhra Pradesh,Visakhapatnam,2026-03-30,In Progress,High,90,,0,
IND-CMP-0556,Street lights in the locality have not been working for 49 days.,Street Lighting,Municipal Engineering Department,Gujarat,Mumbai,2024-07-05,Resolved,Medium,0,2024-07-31,0,4
IND-CMP-0557,Street electricity infrastructure in our area has not been functioning properly for 72 days.,Electricity,Electricity Department,Tamil Nadu,Hyderabad,2025-03-20,Resolved,Medium,0,2025-04-30,0,3
IND-CMP-0558,Basic public health services have not been available as expected for 80 days.,Public Health,Public Health Department,Madhya Pradesh,Bhopal,2024-11-14,In Progress,High,80,,0,
IND-CMP-0559,My certificate application has remained pending for 33 days without a clear update.,Certificates,Revenue Department,Andhra Pradesh,Bengaluru,2026-05-16,Pending,Medium,33,,0,
IND-CMP-0560,Drinking water supply is irregular and residents are facing difficulty for 39 days.,Water Supply,Water Supply Department,Kerala,Kochi,2025-09-11,Pending,Medium,39,,0,
IND-CMP-0561,Basic public health services have not been available as expected for 24 days.,Public Health,Public Health Department,Madhya Pradesh,Lucknow,2024-01-15,Resolved,High,0,2024-01-16,0,2
IND-CMP-0562,My certificate application has remained pending for 10 days without a clear update.,Certificates,Revenue Department,Gujarat,Bhopal,2024-11-13,Pending,Low,10,,0,
IND-CMP-0563,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Andhra Pradesh,Bengaluru,2024-05-23,In Progress,High,91,,0,
IND-CMP-0564,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Karnataka,Patna,2026-05-08,In Progress,High,120,,0,
IND-CMP-0565,Drainage blockage is causing water accumulation in the locality for 48 days.,Drainage,Municipal Engineering Department,Gujarat,Kochi,2024-08-27,Pending,Medium,48,,0,
IND-CMP-0566,The scheduled public transport service has been unreliable for 68 days.,Public Transport,Transport Department,Maharashtra,Bengaluru,2024-05-06,Resolved,Medium,0,2024-07-11,0,2
IND-CMP-0567,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Madhya Pradesh,Hyderabad,2025-05-06,Escalated,Medium,73,,1,
IND-CMP-0568,There has been no regular water supply in our area for 83 days.,Water Supply,Water Supply Department,Telangana,Patna,2025-01-11,In Progress,High,83,,0,
IND-CMP-0569,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Gujarat,Jaipur,2024-03-20,In Progress,High,104,,0,
IND-CMP-0570,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Kerala,Hyderabad,2026-05-22,In Progress,High,94,,0,
IND-CMP-0571,A damaged road with potholes near the residential area has not been repaired for 111 days.,Road Damage,Public Works Department,Karnataka,Ahmedabad,2024-07-30,Resolved,High,0,2024-09-10,0,2
IND-CMP-0572,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Uttar Pradesh,Ahmedabad,2025-11-10,Pending,Low,13,,0,
IND-CMP-0573,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,West Bengal,Ahmedabad,2025-02-12,In Progress,High,111,,0,
IND-CMP-0574,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Bihar,Mumbai,2024-02-13,Resolved,High,0,2024-04-12,0,5
IND-CMP-0575,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Gujarat,Mumbai,2025-10-13,Escalated,Medium,48,,1,
IND-CMP-0576,The scheduled public transport service has been unreliable for 94 days.,Public Transport,Transport Department,Kerala,Ahmedabad,2025-04-08,Pending,High,94,,0,
IND-CMP-0577,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Maharashtra,Mumbai,2024-05-22,Resolved,Medium,0,2024-06-11,0,2
IND-CMP-0578,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Uttar Pradesh,Visakhapatnam,2024-10-22,Resolved,Low,0,2024-11-05,0,4
IND-CMP-0579,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Tamil Nadu,Bengaluru,2026-01-06,In Progress,High,113,,0,
IND-CMP-0580,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Rajasthan,Mumbai,2025-05-10,Resolved,Low,0,2025-05-25,0,5
IND-CMP-0581,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Gujarat,Bengaluru,2024-10-10,Pending,High,90,,0,
IND-CMP-0582,Drinking water supply is irregular and residents are facing difficulty for 118 days.,Water Supply,Water Supply Department,Karnataka,Ahmedabad,2024-09-27,Resolved,High,0,2024-10-14,0,4
IND-CMP-0583,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Gujarat,Lucknow,2026-03-24,Escalated,High,88,,1,
IND-CMP-0584,Repeated power-related service interruptions have affected residents for 11 days.,Electricity,Electricity Department,Telangana,Lucknow,2025-07-31,Escalated,Low,11,,1,
IND-CMP-0585,Drinking water supply is irregular and residents are facing difficulty for 104 days.,Water Supply,Water Supply Department,Kerala,Hyderabad,2024-04-18,Escalated,High,104,,1,
IND-CMP-0586,There has been no regular water supply in our area for 2 days.,Water Supply,Water Supply Department,Kerala,Bengaluru,2024-08-19,Pending,Low,2,,0,
IND-CMP-0587,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Uttar Pradesh,Bengaluru,2025-12-19,In Progress,High,110,,0,
IND-CMP-0588,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Bihar,Jaipur,2024-05-02,Resolved,High,0,2024-07-25,0,5
IND-CMP-0589,The scheduled public transport service has been unreliable for 46 days.,Public Transport,Transport Department,Maharashtra,Ahmedabad,2026-05-02,Pending,Medium,46,,0,
IND-CMP-0590,Street electricity infrastructure in our area has not been functioning properly for 30 days.,Electricity,Electricity Department,Madhya Pradesh,Bengaluru,2025-07-29,Resolved,High,0,2025-08-05,0,5
IND-CMP-0591,Repeated power-related service interruptions have affected residents for 102 days.,Electricity,Electricity Department,Rajasthan,Bhopal,2025-12-18,Resolved,High,0,2026-03-26,0,1
IND-CMP-0592,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,West Bengal,Ahmedabad,2025-07-03,In Progress,High,94,,0,
IND-CMP-0593,Repeated power-related service interruptions have affected residents for 73 days.,Electricity,Electricity Department,Andhra Pradesh,Hyderabad,2024-07-27,Escalated,High,73,,1,
IND-CMP-0594,Garbage collection has been irregular for 44 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Madhya Pradesh,Mumbai,2025-02-06,In Progress,Medium,44,,0,
IND-CMP-0595,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Gujarat,Visakhapatnam,2025-12-24,Resolved,Medium,0,2026-01-09,0,1
IND-CMP-0596,A damaged road with potholes near the residential area has not been repaired for 82 days.,Road Damage,Public Works Department,Andhra Pradesh,Chennai,2025-09-24,Pending,High,82,,0,
IND-CMP-0597,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Gujarat,Mumbai,2025-06-02,Resolved,Low,0,2025-06-11,0,4
IND-CMP-0598,My welfare scheme application has remained pending for 10 days.,Welfare Scheme,Social Welfare Department,Madhya Pradesh,Jaipur,2024-05-18,In Progress,Low,10,,0,
IND-CMP-0599,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Gujarat,Jaipur,2026-05-18,Resolved,High,0,2026-05-19,0,5
IND-CMP-0600,Repeated power-related service interruptions have affected residents for 58 days.,Electricity,Electricity Department,Gujarat,Visakhapatnam,2024-01-09,In Progress,Medium,58,,0,
IND-CMP-0601,My certificate application has remained pending for 49 days without a clear update.,Certificates,Revenue Department,Telangana,Lucknow,2024-10-01,Resolved,Medium,0,2024-10-09,0,2
IND-CMP-0602,Street electricity infrastructure in our area has not been functioning properly for 93 days.,Electricity,Electricity Department,Madhya Pradesh,Hyderabad,2026-03-02,Pending,High,93,,0,
IND-CMP-0603,Street lights in the locality have not been working for 55 days.,Street Lighting,Municipal Engineering Department,Gujarat,Hyderabad,2025-04-25,In Progress,Medium,55,,0,
IND-CMP-0604,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Maharashtra,Lucknow,2025-07-08,Resolved,Medium,0,2025-08-09,0,1
IND-CMP-0605,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Karnataka,Hyderabad,2025-09-14,Resolved,Low,0,2025-09-16,0,5
IND-CMP-0606,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Andhra Pradesh,Hyderabad,2024-12-27,Pending,Medium,64,,0,
IND-CMP-0607,Garbage collection has been irregular for 23 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Rajasthan,Jaipur,2026-01-28,In Progress,Low,23,,0,
IND-CMP-0608,Street lights in the locality have not been working for 15 days.,Street Lighting,Municipal Engineering Department,Bihar,Bhopal,2024-07-25,Pending,Low,15,,0,
IND-CMP-0609,Street electricity infrastructure in our area has not been functioning properly for 58 days.,Electricity,Electricity Department,Kerala,Patna,2025-05-06,In Progress,High,58,,0,
IND-CMP-0610,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Gujarat,Hyderabad,2024-07-06,Pending,Medium,30,,0,
IND-CMP-0611,My welfare scheme application has remained pending for 37 days.,Welfare Scheme,Social Welfare Department,Madhya Pradesh,Patna,2025-07-27,Resolved,Medium,0,2025-08-04,0,1
IND-CMP-0612,Street electricity infrastructure in our area has not been functioning properly for 78 days.,Electricity,Electricity Department,Maharashtra,Bhopal,2026-06-09,In Progress,High,78,,0,
IND-CMP-0613,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,West Bengal,Ahmedabad,2024-08-30,Resolved,Medium,0,2024-10-01,0,4
IND-CMP-0614,Street electricity infrastructure in our area has not been functioning properly for 91 days.,Electricity,Electricity Department,Karnataka,Mumbai,2024-02-19,In Progress,High,91,,0,
IND-CMP-0615,My welfare scheme application has remained pending for 110 days.,Welfare Scheme,Social Welfare Department,Kerala,Bengaluru,2026-01-29,Resolved,High,0,2026-04-22,0,5
IND-CMP-0616,Garbage collection has been irregular for 113 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Uttar Pradesh,Ahmedabad,2024-04-26,In Progress,High,113,,0,
IND-CMP-0617,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Andhra Pradesh,Chennai,2024-05-13,In Progress,High,95,,0,
IND-CMP-0618,Street lights in the locality have not been working for 54 days.,Street Lighting,Municipal Engineering Department,Kerala,Ahmedabad,2025-08-15,Pending,Medium,54,,0,
IND-CMP-0619,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,West Bengal,Hyderabad,2024-09-13,In Progress,Medium,42,,0,
IND-CMP-0620,Drinking water supply is irregular and residents are facing difficulty for 29 days.,Water Supply,Water Supply Department,Tamil Nadu,Hyderabad,2026-04-16,Pending,Medium,29,,0,
IND-CMP-0621,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Uttar Pradesh,Mumbai,2025-05-28,Pending,Low,4,,0,
IND-CMP-0622,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Telangana,Bhopal,2025-11-14,Resolved,High,0,2025-12-14,0,3
IND-CMP-0623,Drainage blockage is causing water accumulation in the locality for 109 days.,Drainage,Municipal Engineering Department,Kerala,Jaipur,2025-05-20,Pending,High,109,,0,
IND-CMP-0624,Repeated power-related service interruptions have affected residents for 102 days.,Electricity,Electricity Department,Uttar Pradesh,Bengaluru,2026-04-12,Pending,High,102,,0,
IND-CMP-0625,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Bihar,Visakhapatnam,2024-02-19,In Progress,Medium,67,,0,
IND-CMP-0626,Repeated power-related service interruptions have affected residents for 88 days.,Electricity,Electricity Department,Telangana,Chennai,2024-11-12,Resolved,High,0,2024-12-08,0,3
IND-CMP-0627,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Rajasthan,Kochi,2024-10-14,Resolved,Medium,0,2024-11-04,0,2
IND-CMP-0628,Garbage collection has been irregular for 62 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Telangana,Mumbai,2025-08-21,Pending,Medium,62,,0,
IND-CMP-0629,There has been no regular water supply in our area for 63 days.,Water Supply,Water Supply Department,Karnataka,Kochi,2025-09-12,Resolved,Medium,0,2025-11-03,0,1
IND-CMP-0630,Drinking water supply is irregular and residents are facing difficulty for 14 days.,Water Supply,Water Supply Department,West Bengal,Ahmedabad,2025-02-06,In Progress,Low,14,,0,
IND-CMP-0631,Repeated power-related service interruptions have affected residents for 86 days.,Electricity,Electricity Department,Rajasthan,Jaipur,2026-01-21,Resolved,High,0,2026-02-07,0,4
IND-CMP-0632,My certificate application has remained pending for 82 days without a clear update.,Certificates,Revenue Department,Karnataka,Bengaluru,2025-12-28,In Progress,High,82,,0,
IND-CMP-0633,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Rajasthan,Chennai,2025-09-10,In Progress,Low,1,,0,
IND-CMP-0634,Street lights in the locality have not been working for 64 days.,Street Lighting,Municipal Engineering Department,Uttar Pradesh,Chennai,2026-01-22,In Progress,Medium,64,,0,
IND-CMP-0635,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Uttar Pradesh,Chennai,2024-11-16,Pending,High,101,,0,
IND-CMP-0636,Basic public health services have not been available as expected for 68 days.,Public Health,Public Health Department,Karnataka,Kolkata,2024-03-04,Resolved,High,0,2024-04-17,0,3
IND-CMP-0637,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,West Bengal,Jaipur,2024-01-12,Pending,High,111,,0,
IND-CMP-0638,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,West Bengal,Visakhapatnam,2026-01-26,Pending,High,101,,0,
IND-CMP-0639,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Rajasthan,Chennai,2024-06-19,Resolved,Low,0,2024-07-05,0,5
IND-CMP-0640,There has been no regular water supply in our area for 99 days.,Water Supply,Water Supply Department,Tamil Nadu,Kolkata,2024-11-16,In Progress,High,99,,0,
IND-CMP-0641,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Kerala,Jaipur,2024-04-05,Resolved,High,0,2024-04-22,0,1
IND-CMP-0642,There has been no regular water supply in our area for 90 days.,Water Supply,Water Supply Department,Kerala,Kolkata,2024-06-29,Pending,High,90,,0,
IND-CMP-0643,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Maharashtra,Bengaluru,2024-05-11,In Progress,Low,1,,0,
IND-CMP-0644,Garbage collection has been irregular for 53 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Bihar,Visakhapatnam,2026-05-28,Pending,Medium,53,,0,
IND-CMP-0645,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Tamil Nadu,Patna,2025-01-24,In Progress,Medium,71,,0,
IND-CMP-0646,Drainage blockage is causing water accumulation in the locality for 20 days.,Drainage,Municipal Engineering Department,Uttar Pradesh,Mumbai,2024-02-20,In Progress,High,20,,0,
IND-CMP-0647,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Kerala,Mumbai,2025-06-25,In Progress,High,88,,0,
IND-CMP-0648,My certificate application has remained pending for 62 days without a clear update.,Certificates,Revenue Department,Maharashtra,Visakhapatnam,2024-09-24,Pending,Medium,62,,0,
IND-CMP-0649,Street lights in the locality have not been working for 75 days.,Street Lighting,Municipal Engineering Department,Bihar,Bengaluru,2024-05-26,Escalated,Medium,75,,1,
IND-CMP-0650,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Kerala,Bengaluru,2025-11-13,Resolved,Low,0,2025-11-16,0,2
IND-CMP-0651,Drainage blockage is causing water accumulation in the locality for 93 days.,Drainage,Municipal Engineering Department,West Bengal,Bengaluru,2024-12-04,Resolved,High,0,2025-02-15,0,1
IND-CMP-0652,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Gujarat,Patna,2024-10-10,In Progress,Medium,56,,0,
IND-CMP-0653,Basic public health services have not been available as expected for 48 days.,Public Health,Public Health Department,West Bengal,Visakhapatnam,2026-01-09,Resolved,High,0,2026-02-12,0,5
IND-CMP-0654,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Kerala,Lucknow,2024-02-19,Resolved,High,0,2024-03-31,0,3
IND-CMP-0655,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Tamil Nadu,Visakhapatnam,2025-11-20,Resolved,High,0,2025-11-22,0,5
IND-CMP-0656,My certificate application has remained pending for 114 days without a clear update.,Certificates,Revenue Department,Madhya Pradesh,Hyderabad,2025-11-17,Pending,High,114,,0,
IND-CMP-0657,My certificate application has remained pending for 43 days without a clear update.,Certificates,Revenue Department,Kerala,Lucknow,2025-07-30,Resolved,Medium,0,2025-08-27,0,2
IND-CMP-0658,My certificate application has remained pending for 31 days without a clear update.,Certificates,Revenue Department,Andhra Pradesh,Jaipur,2024-05-02,In Progress,Medium,31,,0,
IND-CMP-0659,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Madhya Pradesh,Bengaluru,2025-06-19,In Progress,Medium,55,,0,
IND-CMP-0660,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Maharashtra,Patna,2024-07-02,Resolved,High,0,2024-08-27,0,5
IND-CMP-0661,A damaged road with potholes near the residential area has not been repaired for 93 days.,Road Damage,Public Works Department,Uttar Pradesh,Kolkata,2026-03-02,Resolved,High,0,2026-05-16,0,3
IND-CMP-0662,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Karnataka,Visakhapatnam,2025-09-12,Pending,High,120,,0,
IND-CMP-0663,Drainage blockage is causing water accumulation in the locality for 56 days.,Drainage,Municipal Engineering Department,Uttar Pradesh,Kolkata,2025-10-16,Pending,High,56,,0,
IND-CMP-0664,There has been no regular water supply in our area for 2 days.,Water Supply,Water Supply Department,Kerala,Chennai,2024-05-18,Pending,Low,2,,0,
IND-CMP-0665,Basic public health services have not been available as expected for 88 days.,Public Health,Public Health Department,Tamil Nadu,Patna,2025-01-20,Resolved,High,0,2025-04-10,0,4
IND-CMP-0666,Garbage collection has been irregular for 113 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Uttar Pradesh,Ahmedabad,2025-09-07,Resolved,High,0,2025-09-15,0,1
IND-CMP-0667,My welfare scheme application has remained pending for 96 days.,Welfare Scheme,Social Welfare Department,Uttar Pradesh,Patna,2026-04-09,In Progress,High,96,,0,
IND-CMP-0668,Repeated power-related service interruptions have affected residents for 65 days.,Electricity,Electricity Department,Rajasthan,Kochi,2024-07-03,Resolved,High,0,2024-08-23,0,1
IND-CMP-0669,My certificate application has remained pending for 54 days without a clear update.,Certificates,Revenue Department,Andhra Pradesh,Chennai,2025-03-22,In Progress,Medium,54,,0,
IND-CMP-0670,Drainage blockage is causing water accumulation in the locality for 69 days.,Drainage,Municipal Engineering Department,Maharashtra,Lucknow,2026-04-11,Pending,Medium,69,,0,
IND-CMP-0671,There has been no regular water supply in our area for 99 days.,Water Supply,Water Supply Department,Rajasthan,Bengaluru,2025-03-18,Resolved,High,0,2025-05-29,0,5
IND-CMP-0672,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Gujarat,Hyderabad,2026-05-04,Resolved,Low,0,2026-05-07,0,3
